,0
2020-01-01 00:00:00,3998.0
2020-01-01 01:00:00,4217.666666666667
2020-01-01 02:00:00,3487.0
2020-01-01 03:00:00,2848.6666666666665
2020-01-01 04:00:00,1984.6666666666667
2020-01-01 05:00:00,1656.0
2020-01-01 06:00:00,1909.6666666666667
2020-01-01 07:00:00,2068.0
2020-01-01 08:00:00,2497.0
2020-01-01 09:00:00,2973.0
2020-01-01 10:00:00,3885.6666666666665
2020-01-01 11:00:00,4772.0
2020-01-01 12:00:00,5280.0
2020-01-01 13:00:00,5569.666666666667
2020-01-01 14:00:00,6176.0
2020-01-01 15:00:00,6115.0
2020-01-01 16:00:00,5753.333333333333
2020-01-01 17:00:00,5814.333333333333
2020-01-01 18:00:00,5695.333333333333
2020-01-01 19:00:00,4960.333333333333
2020-01-01 20:00:00,4277.0
2020-01-01 21:00:00,3684.6666666666665
2020-01-01 22:00:00,2997.6666666666665
2020-01-01 23:00:00,2508.6666666666665
2020-01-02 00:00:00,1708.6666666666667
2020-01-02 01:00:00,1129.3333333333333
2020-01-02 02:00:00,918.3333333333334
2020-01-02 03:00:00,964.6666666666666
2020-01-02 04:00:00,1553.3333333333333
2020-01-02 05:00:00,3317.3333333333335
2020-01-02 06:00:00,5367.0
2020-01-02 07:00:00,5984.0
2020-01-02 08:00:00,5804.333333333333
2020-01-02 09:00:00,5642.0
2020-01-02 10:00:00,5734.666666666667
2020-01-02 11:00:00,5992.333333333333
2020-01-02 12:00:00,5860.333333333333
2020-01-02 13:00:00,5642.333333333333
2020-01-02 14:00:00,5942.666666666667
2020-01-02 15:00:00,6135.666666666667
2020-01-02 16:00:00,5963.666666666667
2020-01-02 17:00:00,6224.333333333333
2020-01-02 18:00:00,5914.0
2020-01-02 19:00:00,5041.666666666667
2020-01-02 20:00:00,4186.0
2020-01-02 21:00:00,3646.0
2020-01-02 22:00:00,3294.0
2020-01-02 23:00:00,2488.6666666666665
2020-01-03 00:00:00,1609.3333333333333
2020-01-03 01:00:00,1130.6666666666667
2020-01-03 02:00:00,874.0
2020-01-03 03:00:00,1015.6666666666666
2020-01-03 04:00:00,1553.3333333333333
2020-01-03 05:00:00,3113.3333333333335
2020-01-03 06:00:00,5058.333333333333
2020-01-03 07:00:00,5968.666666666667
2020-01-03 08:00:00,5148.0
2020-01-03 09:00:00,5389.333333333333
2020-01-03 10:00:00,5747.0
2020-01-03 11:00:00,5818.666666666667
2020-01-03 12:00:00,6186.0
2020-01-03 13:00:00,6462.0
2020-01-03 14:00:00,6773.333333333333
2020-01-03 15:00:00,6943.0
2020-01-03 16:00:00,6594.0
2020-01-03 17:00:00,6372.666666666667
2020-01-03 18:00:00,6248.0
2020-01-03 19:00:00,5608.333333333333
2020-01-03 20:00:00,5087.666666666667
2020-01-03 21:00:00,4544.333333333333
2020-01-03 22:00:00,4202.333333333333
2020-01-03 23:00:00,3479.6666666666665
2020-01-04 00:00:00,2228.3333333333335
2020-01-04 01:00:00,1593.3333333333333
2020-01-04 02:00:00,1503.0
2020-01-04 03:00:00,1389.6666666666667
2020-01-04 04:00:00,1312.0
2020-01-04 05:00:00,1812.3333333333333
2020-01-04 06:00:00,2613.6666666666665
2020-01-04 07:00:00,3384.0
2020-01-04 08:00:00,4112.333333333333
2020-01-04 09:00:00,5122.666666666667
2020-01-04 10:00:00,6225.0
2020-01-04 11:00:00,6560.666666666667
2020-01-04 12:00:00,6948.333333333333
2020-01-04 13:00:00,7075.666666666667
2020-01-04 14:00:00,7213.0
2020-01-04 15:00:00,7189.333333333333
2020-01-04 16:00:00,7100.666666666667
2020-01-04 17:00:00,7079.666666666667
2020-01-04 18:00:00,6534.666666666667
2020-01-04 19:00:00,5765.0
2020-01-04 20:00:00,5489.666666666667
2020-01-04 21:00:00,4638.0
2020-01-04 22:00:00,4469.333333333333
2020-01-04 23:00:00,3888.3333333333335
2020-01-05 00:00:00,2954.6666666666665
2020-01-05 01:00:00,2067.6666666666665
2020-01-05 02:00:00,1698.6666666666667
2020-01-05 03:00:00,1509.3333333333333
2020-01-05 04:00:00,1180.0
2020-01-05 05:00:00,1545.0
2020-01-05 06:00:00,2117.6666666666665
2020-01-05 07:00:00,2567.3333333333335
2020-01-05 08:00:00,3354.3333333333335
2020-01-05 09:00:00,4516.0
2020-01-05 10:00:00,5774.333333333333
2020-01-05 11:00:00,6218.333333333333
2020-01-05 12:00:00,6612.666666666667
2020-01-05 13:00:00,7069.666666666667
2020-01-05 14:00:00,6669.0
2020-01-05 15:00:00,6912.0
2020-01-05 16:00:00,6893.0
2020-01-05 17:00:00,6597.333333333333
2020-01-05 18:00:00,6600.666666666667
2020-01-05 19:00:00,5932.333333333333
2020-01-05 20:00:00,5040.666666666667
2020-01-05 21:00:00,3859.0
2020-01-05 22:00:00,3220.0
2020-01-05 23:00:00,2343.0
2020-01-06 00:00:00,1576.6666666666667
2020-01-06 01:00:00,1019.0
2020-01-06 02:00:00,746.3333333333334
2020-01-06 03:00:00,881.3333333333334
2020-01-06 04:00:00,1722.6666666666667
2020-01-06 05:00:00,4255.333333333333
2020-01-06 06:00:00,6464.333333333333
2020-01-06 07:00:00,6997.0
2020-01-06 08:00:00,5916.0
2020-01-06 09:00:00,6059.333333333333
2020-01-06 10:00:00,5668.0
2020-01-06 11:00:00,6122.0
2020-01-06 12:00:00,6497.666666666667
2020-01-06 13:00:00,6580.333333333333
2020-01-06 14:00:00,6900.666666666667
2020-01-06 15:00:00,6850.666666666667
2020-01-06 16:00:00,6773.333333333333
2020-01-06 17:00:00,6607.0
2020-01-06 18:00:00,6212.333333333333
2020-01-06 19:00:00,5793.0
2020-01-06 20:00:00,4615.0
2020-01-06 21:00:00,3532.3333333333335
2020-01-06 22:00:00,3334.6666666666665
2020-01-06 23:00:00,2384.6666666666665
2020-01-07 00:00:00,1482.6666666666667
2020-01-07 01:00:00,1013.0
2020-01-07 02:00:00,775.0
2020-01-07 03:00:00,927.0
2020-01-07 04:00:00,1577.3333333333333
2020-01-07 05:00:00,3750.0
2020-01-07 06:00:00,6038.666666666667
2020-01-07 07:00:00,6899.666666666667
2020-01-07 08:00:00,6038.666666666667
2020-01-07 09:00:00,6162.333333333333
2020-01-07 10:00:00,5986.0
2020-01-07 11:00:00,5926.666666666667
2020-01-07 12:00:00,6444.333333333333
2020-01-07 13:00:00,6275.0
2020-01-07 14:00:00,6658.333333333333
2020-01-07 15:00:00,6715.333333333333
2020-01-07 16:00:00,6823.0
2020-01-07 17:00:00,6173.666666666667
2020-01-07 18:00:00,6464.333333333333
2020-01-07 19:00:00,5841.333333333333
2020-01-07 20:00:00,4726.666666666667
2020-01-07 21:00:00,4036.0
2020-01-07 22:00:00,3220.3333333333335
2020-01-07 23:00:00,2320.6666666666665
2020-01-08 00:00:00,1508.6666666666667
2020-01-08 01:00:00,976.3333333333334
2020-01-08 02:00:00,774.3333333333334
2020-01-08 03:00:00,883.6666666666666
2020-01-08 04:00:00,1597.3333333333333
2020-01-08 05:00:00,3846.3333333333335
2020-01-08 06:00:00,6152.0
2020-01-08 07:00:00,6953.0
2020-01-08 08:00:00,6104.333333333333
2020-01-08 09:00:00,6268.666666666667
2020-01-08 10:00:00,5962.333333333333
2020-01-08 11:00:00,5873.333333333333
2020-01-08 12:00:00,6336.0
2020-01-08 13:00:00,4601.666666666667
2020-01-08 14:00:00,6667.333333333333
2020-01-08 15:00:00,6941.333333333333
2020-01-08 16:00:00,6780.0
2020-01-08 17:00:00,6573.0
2020-01-08 18:00:00,5882.0
2020-01-08 19:00:00,6126.0
2020-01-08 20:00:00,4924.666666666667
2020-01-08 21:00:00,4122.666666666667
2020-01-08 22:00:00,3547.6666666666665
2020-01-08 23:00:00,2612.0
2020-01-09 00:00:00,1601.3333333333333
2020-01-09 01:00:00,1003.6666666666666
2020-01-09 02:00:00,811.6666666666666
2020-01-09 03:00:00,951.3333333333334
2020-01-09 04:00:00,1587.3333333333333
2020-01-09 05:00:00,3763.6666666666665
2020-01-09 06:00:00,6139.0
2020-01-09 07:00:00,7126.0
2020-01-09 08:00:00,5977.333333333333
2020-01-09 09:00:00,6052.666666666667
2020-01-09 10:00:00,6162.0
2020-01-09 11:00:00,6160.0
2020-01-09 12:00:00,6471.333333333333
2020-01-09 13:00:00,6766.333333333333
2020-01-09 14:00:00,6978.666666666667
2020-01-09 15:00:00,7130.0
2020-01-09 16:00:00,6896.0
2020-01-09 17:00:00,6800.333333333333
2020-01-09 18:00:00,6547.333333333333
2020-01-09 19:00:00,6307.0
2020-01-09 20:00:00,5070.0
2020-01-09 21:00:00,4313.666666666667
2020-01-09 22:00:00,3851.0
2020-01-09 23:00:00,2756.6666666666665
2020-01-10 00:00:00,1745.0
2020-01-10 01:00:00,1230.6666666666667
2020-01-10 02:00:00,957.0
2020-01-10 03:00:00,1051.6666666666667
2020-01-10 04:00:00,1666.3333333333333
2020-01-10 05:00:00,3615.3333333333335
2020-01-10 06:00:00,6001.666666666667
2020-01-10 07:00:00,6994.333333333333
2020-01-10 08:00:00,6613.333333333333
2020-01-10 09:00:00,6337.0
2020-01-10 10:00:00,6367.0
2020-01-10 11:00:00,6613.666666666667
2020-01-10 12:00:00,6905.0
2020-01-10 13:00:00,7077.666666666667
2020-01-10 14:00:00,7232.666666666667
2020-01-10 15:00:00,7587.666666666667
2020-01-10 16:00:00,6866.333333333333
2020-01-10 17:00:00,6734.0
2020-01-10 18:00:00,6819.666666666667
2020-01-10 19:00:00,6296.333333333333
2020-01-10 20:00:00,5661.333333333333
2020-01-10 21:00:00,5046.333333333333
2020-01-10 22:00:00,4622.333333333333
2020-01-10 23:00:00,3662.0
2020-01-11 00:00:00,2731.6666666666665
2020-01-11 01:00:00,2009.3333333333333
2020-01-11 02:00:00,1677.0
2020-01-11 03:00:00,1502.0
2020-01-11 04:00:00,1355.0
2020-01-11 05:00:00,1823.3333333333333
2020-01-11 06:00:00,2861.0
2020-01-11 07:00:00,3599.3333333333335
2020-01-11 08:00:00,4609.666666666667
2020-01-11 09:00:00,5585.0
2020-01-11 10:00:00,5935.666666666667
2020-01-11 11:00:00,6183.0
2020-01-11 12:00:00,6552.666666666667
2020-01-11 13:00:00,6558.0
2020-01-11 14:00:00,6322.666666666667
2020-01-11 15:00:00,6482.333333333333
2020-01-11 16:00:00,5939.333333333333
2020-01-11 17:00:00,5233.333333333333
2020-01-11 18:00:00,4742.666666666667
2020-01-11 19:00:00,4394.0
2020-01-11 20:00:00,4102.333333333333
2020-01-11 21:00:00,3921.3333333333335
2020-01-11 22:00:00,3777.0
2020-01-11 23:00:00,2988.3333333333335
2020-01-12 00:00:00,2678.0
2020-01-12 01:00:00,1867.0
2020-01-12 02:00:00,1494.3333333333333
2020-01-12 03:00:00,1374.3333333333333
2020-01-12 04:00:00,1157.0
2020-01-12 05:00:00,1394.6666666666667
2020-01-12 06:00:00,2088.6666666666665
2020-01-12 07:00:00,2590.0
2020-01-12 08:00:00,3331.0
2020-01-12 09:00:00,4571.0
2020-01-12 10:00:00,5708.666666666667
2020-01-12 11:00:00,6073.666666666667
2020-01-12 12:00:00,6595.333333333333
2020-01-12 13:00:00,7044.333333333333
2020-01-12 14:00:00,6993.333333333333
2020-01-12 15:00:00,6944.666666666667
2020-01-12 16:00:00,6585.333333333333
2020-01-12 17:00:00,6495.666666666667
2020-01-12 18:00:00,6506.0
2020-01-12 19:00:00,5690.333333333333
2020-01-12 20:00:00,4727.333333333333
2020-01-12 21:00:00,3864.0
2020-01-12 22:00:00,3276.6666666666665
2020-01-12 23:00:00,2387.0
2020-01-13 00:00:00,1632.0
2020-01-13 01:00:00,1018.0
2020-01-13 02:00:00,767.3333333333334
2020-01-13 03:00:00,851.6666666666666
2020-01-13 04:00:00,1730.3333333333333
2020-01-13 05:00:00,4007.3333333333335
2020-01-13 06:00:00,5777.0
2020-01-13 07:00:00,6294.333333333333
2020-01-13 08:00:00,5782.0
2020-01-13 09:00:00,5553.333333333333
2020-01-13 10:00:00,5704.666666666667
2020-01-13 11:00:00,5909.0
2020-01-13 12:00:00,6222.666666666667
2020-01-13 13:00:00,6254.0
2020-01-13 14:00:00,6395.666666666667
2020-01-13 15:00:00,6932.666666666667
2020-01-13 16:00:00,6872.0
2020-01-13 17:00:00,6657.0
2020-01-13 18:00:00,6059.0
2020-01-13 19:00:00,5401.666666666667
2020-01-13 20:00:00,4373.0
2020-01-13 21:00:00,3581.0
2020-01-13 22:00:00,3010.3333333333335
2020-01-13 23:00:00,2126.6666666666665
2020-01-14 00:00:00,1578.6666666666667
2020-01-14 01:00:00,990.3333333333334
2020-01-14 02:00:00,783.3333333333334
2020-01-14 03:00:00,839.3333333333334
2020-01-14 04:00:00,1511.3333333333333
2020-01-14 05:00:00,3854.0
2020-01-14 06:00:00,6342.0
2020-01-14 07:00:00,6556.666666666667
2020-01-14 08:00:00,5948.0
2020-01-14 09:00:00,5853.0
2020-01-14 10:00:00,5531.0
2020-01-14 11:00:00,5864.666666666667
2020-01-14 12:00:00,6034.333333333333
2020-01-14 13:00:00,5963.333333333333
2020-01-14 14:00:00,5893.666666666667
2020-01-14 15:00:00,6340.0
2020-01-14 16:00:00,6039.666666666667
2020-01-14 17:00:00,5791.0
2020-01-14 18:00:00,5714.333333333333
2020-01-14 19:00:00,5620.333333333333
2020-01-14 20:00:00,4839.666666666667
2020-01-14 21:00:00,3913.6666666666665
2020-01-14 22:00:00,3313.6666666666665
2020-01-14 23:00:00,2386.3333333333335
2020-01-15 00:00:00,1457.0
2020-01-15 01:00:00,963.6666666666666
2020-01-15 02:00:00,805.3333333333334
2020-01-15 03:00:00,885.3333333333334
2020-01-15 04:00:00,1507.3333333333333
2020-01-15 05:00:00,3677.6666666666665
2020-01-15 06:00:00,6124.0
2020-01-15 07:00:00,6170.0
2020-01-15 08:00:00,5630.333333333333
2020-01-15 09:00:00,5744.0
2020-01-15 10:00:00,6124.333333333333
2020-01-15 11:00:00,6122.333333333333
2020-01-15 12:00:00,6237.666666666667
2020-01-15 13:00:00,6658.333333333333
2020-01-15 14:00:00,6865.0
2020-01-15 15:00:00,7105.0
2020-01-15 16:00:00,7115.0
2020-01-15 17:00:00,6647.666666666667
2020-01-15 18:00:00,6338.0
2020-01-15 19:00:00,5682.0
2020-01-15 20:00:00,5072.0
2020-01-15 21:00:00,4411.0
2020-01-15 22:00:00,3661.0
2020-01-15 23:00:00,2710.0
2020-01-16 00:00:00,1667.0
2020-01-16 01:00:00,1060.6666666666667
2020-01-16 02:00:00,867.6666666666666
2020-01-16 03:00:00,989.3333333333334
2020-01-16 04:00:00,1653.3333333333333
2020-01-16 05:00:00,3911.3333333333335
2020-01-16 06:00:00,5857.333333333333
2020-01-16 07:00:00,6535.666666666667
2020-01-16 08:00:00,6054.0
2020-01-16 09:00:00,6000.666666666667
2020-01-16 10:00:00,6167.333333333333
2020-01-16 11:00:00,6235.666666666667
2020-01-16 12:00:00,6458.666666666667
2020-01-16 13:00:00,6867.0
2020-01-16 14:00:00,6997.666666666667
2020-01-16 15:00:00,7364.0
2020-01-16 16:00:00,7110.666666666667
2020-01-16 17:00:00,6503.666666666667
2020-01-16 18:00:00,6365.333333333333
2020-01-16 19:00:00,6195.666666666667
2020-01-16 20:00:00,5395.333333333333
2020-01-16 21:00:00,4892.0
2020-01-16 22:00:00,3917.6666666666665
2020-01-16 23:00:00,2894.6666666666665
2020-01-17 00:00:00,1958.6666666666667
2020-01-17 01:00:00,1367.0
2020-01-17 02:00:00,1074.3333333333333
2020-01-17 03:00:00,1213.3333333333333
2020-01-17 04:00:00,1775.6666666666667
2020-01-17 05:00:00,3820.0
2020-01-17 06:00:00,6187.333333333333
2020-01-17 07:00:00,7020.0
2020-01-17 08:00:00,6675.0
2020-01-17 09:00:00,6579.666666666667
2020-01-17 10:00:00,6443.0
2020-01-17 11:00:00,6705.0
2020-01-17 12:00:00,7175.0
2020-01-17 13:00:00,7224.333333333333
2020-01-17 14:00:00,7642.333333333333
2020-01-17 15:00:00,7219.333333333333
2020-01-17 16:00:00,6457.333333333333
2020-01-17 17:00:00,6652.333333333333
2020-01-17 18:00:00,7146.0
2020-01-17 19:00:00,6739.0
2020-01-17 20:00:00,6002.333333333333
2020-01-17 21:00:00,5654.0
2020-01-17 22:00:00,4984.333333333333
2020-01-17 23:00:00,4162.333333333333
2020-01-18 00:00:00,3346.0
2020-01-18 01:00:00,2077.3333333333335
2020-01-18 02:00:00,1748.3333333333333
2020-01-18 03:00:00,1722.3333333333333
